            age,Hours_Studied,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Family_Income,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
27,Low,No,4,56,Medium,Yes,Low,Public,1,No,,Near,Female,64
23,Medium,Yes,5,85,Medium,Yes,Medium,Public,3,No,High School,Near,Female,66
20,High,Yes,5,95,Medium,Yes,High,Public,3,No,College,Near,Male,69
16,Medium,Yes,5,94,High,Yes,Medium,Private,6,No,College,Moderate,Male,72
13,Medium,Yes,6,66,Medium,Yes,Medium,Public,4,No,High School,Near,Male,63
25,Medium,Yes,8,62,Medium,Yes,Low,Public,2,No,High School,Near,Female,67
25,Low,No,6,64,Medium,Yes,Medium,Private,4,No,College,Near,Male,64
11,Medium,Yes,9,64,High,Yes,Low,Public,4,No,High School,Moderate,Male,68
30,High,No,6,54,High,Yes,High,Public,3,No,High School,Moderate,Female,71
23,Medium,Yes,7,57,Medium,No,Medium,Public,4,No,High School,Moderate,Female,67
28,Medium,No,8,61,Medium,Yes,Low,Private,5,Yes,Postgraduate,Near,Male,67
12,Medium,Yes,9,50,Medium,Yes,Medium,Public,3,No,College,Near,Male,64
12,High,No,6,52,Low,Yes,High,Public,3,No,College,Near,Male,63
19,High,No,8,85,Medium,Yes,Medium,Public,4,No,College,Near,Male,72
23,Low,Yes,6,81,Low,Yes,Low,Public,2,No,High School,Near,Female,63
31,High,No,10,97,Low,Yes,Medium,Private,4,No,High School,Far,Female,67
24,Low,Yes,5,70,Medium,No,Low,Private,2,No,Postgraduate,Near,Male,68
19,Low,Yes,8,72,High,Yes,Low,Private,3,No,College,Far,Male,64
14,Medium,No,9,53,Medium,Yes,Medium,Public,3,No,Postgraduate,Near,Male,65
27,Medium,Yes,5,58,High,Yes,Medium,Private,1,No,Postgraduate,Far,Female,68
14,Medium,Yes,8,85,Medium,Yes,Low,Private,4,No,High School,Near,Male,66
30,Medium,Yes,6,62,High,Yes,Low,Private,5,No,College,Far,Female,73
18,Low,Yes,10,89,Medium,Yes,High,Private,3,No,High School,Near,Female,68
30,Medium,No,4,85,High,Yes,Medium,Private,5,Yes,Postgraduate,Far,Male,72
24,Medium,Yes,5,87,Medium,No,High,Public,0,No,High School,Near,Female,70
19,Medium,Yes,5,85,High,Yes,Low,Private,4,No,College,Near,Female,66
17,Low,Yes,5,85,High,Yes,Medium,Public,1,No,College,Near,Female,66
18,Low,Yes,8,77,Medium,Yes,Medium,Private,4,No,College,Near,Female,66
23,High,Yes,10,84,Low,Yes,Low,Public,2,No,High School,Moderate,Male,65
20,High,Yes,9,76,High,Yes,Low,Public,5,No,College,Far,Male,71
16,Low,Yes,7,60,Medium,Yes,Medium,Public,1,No,High School,Moderate,Female,66
19,Medium,No,7,61,High,Yes,Medium,Private,4,No,College,Moderate,Female,63
20,Medium,Yes,6,70,Medium,Yes,Low,Public,3,Yes,Postgraduate,Near,Female,63
7,High,Yes,8,51,Low,Yes,Medium,Public,3,No,College,Moderate,Male,58
23,Medium,No,7,94,Low,Yes,Medium,Public,3,No,,Near,Female,68
14,High,No,7,63,Medium,Yes,Low,Public,3,No,High School,Moderate,Male,61
13,Medium,No,6,53,Low,Yes,Low,Public,4,No,High School,Near,Male,65
10,High,No,5,71,Medium,Yes,High,Public,3,No,High School,Moderate,Male,67
9,Low,Yes,7,91,Medium,Yes,High,Public,3,No,Postgraduate,Near,Male,67
12,High,No,7,70,Medium,Yes,Medium,Private,4,No,High School,Near,Male,62
16,Medium,Yes,6,63,High,Yes,Low,Public,1,No,High School,Near,Female,86
32,High,No,6,77,Low,Yes,Medium,Public,5,No,College,Near,Male,71
17,Medium,Yes,8,79,Medium,Yes,Low,Public,3,No,Postgraduate,Near,Male,70
21,Medium,No,8,88,Medium,Yes,Medium,Public,3,No,College,Near,Male,71
22,High,No,10,90,High,Yes,Low,Public,3,Yes,College,Moderate,Male,71
21,High,Yes,9,85,Low,Yes,High,Public,3,No,College,Near,Female,70
20,Medium,Yes,5,50,Medium,No,Low,Public,5,No,High School,Moderate,Male,67
13,Medium,Yes,7,50,High,Yes,Medium,Public,4,No,High School,Near,Male,60
29,High,No,5,99,Medium,Yes,Medium,Public,4,No,College,Near,Female,73
31,High,Yes,4,63,High,Yes,Medium,Public,2,Yes,High School,Near,Female,67
10,Low,Yes,10,64,High,Yes,Low,Private,3,Yes,College,Near,Female,62
14,Medium,No,9,87,High,Yes,Medium,Public,3,No,College,Near,Female,67
18,High,No,6,79,Medium,Yes,Medium,Public,2,No,College,Near,Female,65
14,Medium,No,9,73,Medium,Yes,Low,Public,6,No,High School,Near,Male,61
23,High,Yes,9,56,Low,No,Low,Private,4,No,High School,Moderate,Female,61
16,High,No,4,54,Low,Yes,Low,Private,2,No,High School,Near,Female,60
33,High,No,8,85,Low,Yes,Low,Public,3,No,High School,Near,Male,68
27,High,Yes,6,56,Low,Yes,Low,Public,5,No,College,Moderate,Female,65
21,High,Yes,8,72,Low,Yes,Medium,Public,1,No,Postgraduate,Moderate,Female,67
26,High,No,10,87,Low,Yes,Medium,Public,2,No,Postgraduate,Near,Male,67
27,High,No,9,96,Low,Yes,High,Private,2,No,College,Moderate,Male,74
17,Low,No,7,94,Low,Yes,Medium,Public,2,No,High School,Far,Female,64
15,Medium,Yes,9,93,Low,Yes,Low,Private,3,No,College,Near,Male,64
20,Medium,Yes,4,68,Medium,Yes,Low,Public,3,No,High School,Near,Male,67
25,High,No,8,96,High,Yes,Medium,Public,3,Yes,High School,Far,Female,74
21,Medium,Yes,8,84,High,Yes,Low,Private,2,No,College,Near,Male,69
11,Low,No,8,94,High,Yes,Low,Public,2,No,High School,Near,Male,62
15,Medium,Yes,6,54,Medium,Yes,Medium,Public,2,No,College,,Female,66
20,High,Yes,8,52,Low,Yes,Medium,Public,3,No,College,Moderate,Female,69
20,High,Yes,8,71,Medium,Yes,Medium,Public,1,No,Postgraduate,Far,Male,68
32,High,Yes,4,91,Medium,Yes,High,Public,2,No,High School,Moderate,Female,74
12,Medium,No,7,70,Medium,Yes,Medium,Public,3,No,High School,Far,Male,68
23,Medium,Yes,6,94,High,Yes,Medium,Public,3,No,High School,Near,Male,73
29,Medium,No,8,62,Low,Yes,High,Public,5,No,College,Near,Male,70
34,Medium,No,9,52,Medium,Yes,Medium,Private,4,No,High School,Moderate,Female,69
18,Medium,Yes,6,88,Medium,Yes,Medium,Public,2,No,College,Far,Male,68
23,Medium,No,5,81,High,Yes,Low,Private,1,No,College,Near,Male,71
23,Low,No,7,72,Low,Yes,High,Public,2,No,College,Near,Female,64
21,Medium,No,5,92,Low,Yes,Low,Public,3,Yes,Postgraduate,Near,Male,71
19,Medium,No,7,91,Medium,Yes,Low,Public,3,No,High School,Near,Female,65
23,Low,Yes,7,66,High,Yes,High,Private,3,No,Postgraduate,Near,Male,68
5,Medium,Yes,8,92,Low,Yes,Low,Private,2,No,College,Near,Female,67
24,Medium,Yes,7,67,Medium,Yes,Medium,Public,4,No,Postgraduate,Far,Male,67
21,Medium,Yes,7,81,Low,Yes,Medium,Public,4,No,High School,Near,Male,67
19,Medium,Yes,9,60,Low,Yes,Low,Public,3,No,Postgraduate,Moderate,Male,63
32,Medium,No,7,63,Medium,Yes,Medium,Public,3,No,High School,Near,Female,68
16,High,Yes,6,72,Medium,Yes,Low,Public,3,No,Postgraduate,Near,Female,66
18,Medium,Yes,7,66,High,Yes,High,Public,4,No,High School,Near,Male,67
32,Medium,Yes,6,56,Medium,Yes,Medium,Public,2,No,College,Moderate,Female,68
15,High,Yes,5,74,Medium,Yes,High,Private,3,No,Postgraduate,Near,Male,72
17,Medium,No,5,76,Low,Yes,Low,Private,3,No,Postgraduate,Moderate,Female,70
19,Low,No,9,58,Low,Yes,Medium,Public,4,No,High School,Moderate,Female,62
25,Medium,Yes,6,59,Medium,Yes,Low,Public,2,No,College,Near,Female,69
21,Medium,Yes,7,51,Low,Yes,Low,Private,4,No,High School,Near,Female,61
12,Medium,Yes,7,52,Low,Yes,Low,Public,2,No,High School,Moderate,Female,58
17,Low,No,7,68,Medium,Yes,Medium,Private,3,No,High School,Near,Male,63
16,High,No,9,57,High,No,Medium,Public,3,No,College,Near,Female,71
20,Low,Yes,7,96,Low,No,Low,Public,3,No,College,Near,Female,70
23,High,No,6,60,Medium,Yes,Low,Public,3,No,High School,Near,Female,64
23,High,No,6,53,Low,Yes,Medium,Public,1,No,College,Far,Male,63
9,High,Yes,8,70,Low,Yes,Medium,Public,3,No,College,Near,Male,63
26,High,No,8,60,High,Yes,Low,Public,5,No,Postgraduate,Near,Female,71
22,Low,Yes,8,53,Medium,No,Low,Public,2,No,Postgraduate,Near,Female,65
28,High,No,7,88,Low,Yes,Low,Public,2,No,High School,Moderate,Male,68
23,Medium,Yes,5,78,High,No,Medium,Private,3,No,High School,Moderate,Male,70
27,High,Yes,8,53,Medium,Yes,Medium,Public,3,No,High School,Far,Female,68
23,Medium,No,7,73,Medium,No,Low,Private,1,No,High School,Moderate,Male,69
28,Medium,Yes,7,52,Medium,Yes,Medium,Public,5,No,College,Near,Male,70
23,High,No,5,68,Low,Yes,High,Private,3,Yes,High School,Near,Male,67
19,Low,Yes,6,68,Medium,Yes,Medium,Public,2,No,High School,Near,Female,69
34,Low,No,6,91,Low,Yes,High,Public,3,No,,Moderate,Female,73
25,Medium,Yes,8,87,Low,Yes,Medium,Public,3,No,Postgraduate,Moderate,Male,68
23,High,No,8,95,Medium,Yes,Low,Public,2,No,College,Far,Female,67
12,Medium,Yes,7,57,Low,Yes,Low,Private,4,No,College,Moderate,Female,67
12,Medium,Yes,8,77,Medium,Yes,Low,Private,3,No,College,Near,Male,64
22,High,No,9,51,Medium,Yes,Low,Public,2,No,High School,Near,Male,63
21,Low,No,8,91,Medium,No,Medium,Private,5,No,Postgraduate,Near,Female,67
16,Medium,Yes,8,68,Medium,Yes,Medium,Public,2,No,High School,Near,Male,70
21,High,Yes,6,53,High,Yes,Medium,Public,3,No,Postgraduate,Near,Female,71
30,Medium,Yes,6,66,High,Yes,Medium,Private,2,No,College,Near,Male,74
24,Medium,Yes,9,64,High,Yes,High,Public,3,No,High School,Near,Male,70
13,Low,No,6,88,Medium,Yes,Medium,Public,2,No,College,Moderate,Female,59
19,Low,Yes,8,56,Medium,Yes,Low,Private,3,Yes,High School,Near,Male,64
15,Low,No,10,78,Low,Yes,Medium,Public,3,No,High School,Near,Female,67
18,Medium,Yes,8,90,Medium,Yes,Low,Public,3,No,High School,Near,Male,63
18,Low,Yes,7,87,Medium,Yes,Low,Public,2,No,College,Near,Male,66
17,Medium,Yes,5,97,Medium,Yes,Medium,Private,4,No,College,Far,Male,62
12,Low,No,7,50,Medium,Yes,High,Public,3,No,High School,Near,Male,65
19,High,Yes,9,68,Medium,Yes,High,Public,4,No,College,Far,Male,73
17,High,Yes,7,68,High,Yes,Medium,Public,2,No,High School,Near,Male,70
2,Medium,Yes,9,52,Low,Yes,Medium,Public,4,No,High School,Near,Male,62
32,Medium,No,8,91,Medium,No,High,Public,5,Yes,High School,Near,Female,68
27,High,Yes,7,84,Medium,Yes,High,Public,3,No,College,Near,Male,74
18,Medium,No,7,76,Low,Yes,Medium,Private,4,No,High School,Near,Female,96
20,High,No,5,70,High,Yes,Low,Public,2,No,High School,Moderate,Male,66
13,Low,Yes,6,95,Medium,No,Low,Public,4,No,Postgraduate,Near,Male,69
30,High,Yes,6,63,Medium,Yes,Low,Public,3,No,Postgraduate,Near,Female,70
31,Medium,Yes,8,67,Medium,Yes,Medium,Private,3,No,College,Near,Male,73
21,Low,No,7,98,Low,Yes,Low,Public,2,No,High School,Near,Male,69
26,High,Yes,9,53,Medium,Yes,Low,Private,4,No,High School,Far,Male,71
21,High,Yes,7,89,Low,No,Low,Public,2,No,College,Moderate,Female,65
12,Medium,Yes,6,86,Medium,Yes,Medium,Public,3,No,Postgraduate,Near,Female,62
18,High,No,6,95,Low,Yes,Medium,Public,3,No,High School,Near,Male,69
21,Low,No,6,55,High,Yes,Low,Public,2,No,College,Near,Male,65
17,Medium,No,7,99,Medium,Yes,Medium,Public,2,No,College,Far,Female,68
19,Low,Yes,6,51,High,Yes,Low,Public,3,Yes,Postgraduate,Near,Male,65
19,Medium,Yes,5,67,Medium,Yes,High,Private,1,No,High School,Moderate,Male,72
20,High,Yes,9,54,Medium,Yes,High,Private,4,No,Postgraduate,Near,Male,67
20,Medium,No,7,53,Medium,Yes,Medium,Private,2,No,College,Far,Male,68
14,Low,No,7,98,Medium,No,Medium,Public,3,No,High School,Near,Male,68
16,Medium,No,6,86,Low,No,Medium,Private,3,Yes,College,Near,Female,66
12,Medium,Yes,5,75,High,Yes,High,Private,2,No,High School,Moderate,Male,62
26,Medium,Yes,7,55,Medium,Yes,Medium,Public,4,No,High School,Far,Male,65
7,Low,Yes,4,76,High,Yes,Medium,Private,5,No,High School,Far,Female,60
27,High,Yes,8,66,Medium,Yes,Low,Private,4,Yes,High School,Moderate,Male,70
28,Medium,Yes,6,64,Low,Yes,Low,Public,1,No,High School,Moderate,Male,68
18,Medium,Yes,7,81,Low,Yes,Medium,Public,3,No,Postgraduate,Near,Male,72
4,Medium,Yes,8,90,Medium,Yes,High,Public,2,No,High School,Moderate,Female,63
18,Medium,Yes,7,72,Low,Yes,Medium,Private,1,Yes,High School,Moderate,Male,63
20,Low,Yes,5,75,Low,Yes,Medium,Public,2,No,College,Near,Male,67
14,Medium,Yes,9,83,Low,Yes,Medium,Public,2,No,Postgraduate,,Female,68
17,Medium,No,5,56,Low,Yes,High,Public,3,No,High School,Near,Female,69
29,High,Yes,4,91,Low,Yes,High,Public,4,No,High School,Near,Female,75
24,Low,No,8,92,High,Yes,High,Public,3,No,High School,Moderate,Male,67
14,High,Yes,5,77,Medium,Yes,Low,Public,3,No,High School,Near,Male,69
10,Low,No,9,59,Low,Yes,Medium,Public,2,No,Postgraduate,Near,Male,65
18,Low,Yes,8,75,Medium,No,Medium,Public,4,No,High School,Near,Male,65
19,Medium,Yes,7,55,Low,Yes,Low,Public,4,No,College,Near,Female,63
23,Low,No,6,88,Medium,Yes,Medium,Private,4,No,High School,Near,Male,65
17,Medium,No,6,66,Medium,Yes,Low,Public,2,No,High School,Far,Female,58
23,High,Yes,6,66,Low,Yes,Low,Private,3,No,High School,Moderate,Male,70
32,Low,Yes,6,97,Medium,Yes,Medium,Public,5,No,College,Moderate,Male,66
25,Medium,No,9,71,Medium,No,Low,Public,2,No,College,Near,Female,63
20,Medium,Yes,6,89,Low,Yes,Low,Private,3,No,High School,Far,Male,62
19,Medium,Yes,8,82,High,Yes,Medium,Private,3,No,College,Moderate,Female,69
18,Medium,No,9,66,High,Yes,High,Public,3,No,High School,Near,Female,66
27,High,No,6,56,Medium,Yes,Low,Public,2,No,High School,Moderate,Male,68
16,Low,Yes,8,90,Low,Yes,High,Public,2,No,Postgraduate,Far,Male,62
20,High,No,6,88,Medium,Yes,Medium,Public,4,Yes,High School,Near,Male,64
20,Medium,Yes,7,58,Low,No,Medium,Public,2,No,College,Near,Female,65
17,Medium,Yes,6,62,Low,Yes,Low,Private,3,No,College,Far,Male,64
12,Medium,No,6,88,High,Yes,High,Public,3,No,High School,Near,Female,65
22,Medium,Yes,7,99,Low,Yes,Medium,Private,4,No,High School,Moderate,Male,65
20,Low,Yes,5,92,Medium,Yes,Medium,Public,3,No,College,Near,Female,70
23,Low,No,8,84,High,Yes,Medium,Private,3,Yes,Postgraduate,Near,Female,71
17,Medium,Yes,5,96,Low,Yes,Medium,Public,3,No,College,Moderate,Male,65
27,High,No,5,64,Medium,No,High,Public,4,No,Postgraduate,Near,Male,67
15,Low,Yes,7,50,High,No,Low,Public,2,No,High School,Moderate,Male,68
30,High,Yes,6,66,Low,Yes,Medium,Public,4,No,High School,Near,Male,73
10,Medium,No,8,99,Medium,Yes,Medium,Public,4,Yes,High School,Near,Male,64
23,High,No,7,94,Low,No,Low,Private,1,No,High School,Near,Male,71
23,Medium,No,5,53,Medium,Yes,Medium,Private,2,No,High School,Near,Female,70
15,Low,No,8,75,Medium,Yes,Medium,Public,1,No,High School,Near,Female,68
23,High,Yes,7,54,Medium,Yes,Low,Private,4,No,College,Moderate,Female,68
28,Low,Yes,7,89,Medium,Yes,Low,Public,3,Yes,High School,Far,Male,68
7,Medium,Yes,10,69,Low,Yes,Low,Private,3,No,College,Moderate,Female,59
23,Medium,Yes,9,96,Medium,Yes,Medium,Private,4,No,College,Near,Male,74
5,Medium,Yes,7,53,Low,No,Low,Public,3,No,Postgraduate,Moderate,Male,62
14,High,Yes,5,87,High,Yes,Medium,Public,3,No,High School,Far,Male,64
30,High,No,5,70,Medium,Yes,High,Public,2,No,Postgraduate,Near,Male,76
17,High,Yes,9,63,Medium,Yes,Low,Public,2,No,High School,Near,Male,70
13,High,No,6,76,Medium,No,Low,Public,5,No,Postgraduate,Near,Male,69
19,Medium,Yes,7,74,High,No,Low,Public,2,No,,Near,Female,69
32,Low,Yes,5,67,Medium,No,Medium,Public,3,No,High School,Far,Male,74
9,High,No,8,82,Low,No,High,Public,2,No,High School,Near,Female,62
14,Medium,No,9,83,High,Yes,Low,Public,3,No,Postgraduate,Moderate,Male,70
29,Low,Yes,9,54,Medium,No,Low,Public,3,No,High School,Near,Male,71
31,Medium,Yes,6,80,Low,Yes,Medium,Public,2,No,College,Near,Male,68
19,High,Yes,8,86,Low,Yes,High,Private,3,No,Postgraduate,Near,Female,66
13,Low,No,7,54,High,Yes,High,Public,3,No,High School,Far,Male,67
33,High,No,8,83,Low,Yes,Low,Private,4,No,High School,Near,Male,71
30,Medium,Yes,7,90,Medium,Yes,Medium,Public,1,No,High School,Moderate,Male,74
24,Low,Yes,6,92,Low,Yes,Medium,Public,2,No,College,Near,Male,65
15,High,Yes,9,52,Medium,Yes,Medium,Private,3,No,High School,Moderate,Female,60
20,High,Yes,7,85,Low,Yes,Medium,Public,2,No,College,Moderate,Male,69
19,Medium,Yes,6,90,Low,Yes,Low,Private,3,No,High School,Moderate,Male,65
22,Medium,Yes,7,70,Medium,Yes,Low,Public,2,No,High School,Near,Female,69
29,Medium,Yes,6,77,High,Yes,Medium,Public,4,No,High School,Near,Male,70
25,High,Yes,8,63,Medium,Yes,Medium,Private,1,Yes,Postgraduate,Near,Female,65
14,Low,Yes,7,66,Low,Yes,Low,Public,4,No,High School,Far,Female,57
28,Medium,Yes,6,75,Low,Yes,Medium,Public,2,No,High School,Near,Female,68
22,High,No,10,58,Medium,Yes,High,Public,3,No,Postgraduate,Near,Male,67
24,Medium,No,5,69,Medium,Yes,Medium,Private,4,No,High School,Near,Female,70
29,Medium,Yes,8,65,Medium,Yes,Medium,Public,3,No,High School,Near,Male,68
13,High,Yes,7,62,Medium,Yes,Low,Public,1,No,College,Moderate,Female,62
20,High,Yes,5,74,Medium,Yes,Low,Public,5,No,High School,Far,Male,67
17,High,Yes,6,92,Medium,Yes,Medium,Private,1,No,Postgraduate,Near,Male,66
11,Medium,Yes,5,62,Medium,Yes,Medium,Public,2,No,College,Far,Female,60
22,High,No,10,83,Low,Yes,Medium,Public,2,No,College,Moderate,Male,65
35,High,Yes,7,63,Medium,Yes,Low,Public,2,No,College,Near,Female,75
9,Low,Yes,7,57,Medium,Yes,Medium,Public,5,No,High School,Far,Female,67
20,Medium,No,10,97,Medium,Yes,Low,Public,2,No,Postgraduate,Moderate,Male,71
24,Low,Yes,6,82,Medium,Yes,Medium,Public,2,Yes,High School,Near,Male,63
21,High,Yes,9,55,Low,Yes,High,Public,1,No,Postgraduate,Moderate,Male,67
19,High,No,8,82,Low,Yes,Low,Private,4,No,Postgraduate,Near,Female,68
12,High,Yes,4,59,Low,Yes,Low,Public,4,No,High School,Near,Male,65
21,Low,No,6,94,Medium,No,High,Public,3,No,College,Moderate,Female,72
15,Medium,No,8,62,Medium,Yes,Medium,Public,4,No,High School,Moderate,Female,61
7,Low,No,7,90,Medium,Yes,Medium,Public,5,No,College,Moderate,Female,60
27,High,Yes,7,60,Medium,Yes,Low,Public,2,No,High School,Near,Female,72
26,Medium,Yes,6,78,Medium,Yes,Medium,Public,3,No,Postgraduate,Far,Female,72
20,Low,Yes,6,96,Medium,Yes,Medium,Private,3,No,College,Near,Male,70
21,Low,No,7,65,High,Yes,Medium,Public,3,Yes,College,Near,Male,67
26,Medium,No,10,54,Medium,Yes,Low,Private,1,No,Postgraduate,Near,Male,71
21,Medium,Yes,6,78,Medium,Yes,Medium,Private,2,No,Postgraduate,Near,Female,66
25,High,No,6,59,Low,Yes,Low,Public,2,No,High School,Near,Female,72
18,Medium,Yes,7,86,Medium,No,High,Public,4,No,High School,Moderate,Female,70
28,Medium,Yes,5,80,Medium,Yes,High,Public,2,No,High School,Moderate,Female,71
22,Low,Yes,8,67,High,Yes,Medium,Public,4,No,College,Far,Male,64
21,Medium,Yes,5,85,Medium,No,High,Public,2,No,College,Moderate,Male,66
12,High,No,5,62,Low,Yes,Medium,Public,4,No,High School,Near,Male,64
22,Medium,Yes,5,96,Medium,Yes,Low,Public,3,No,High School,Moderate,Male,67
15,Low,No,5,67,High,Yes,Medium,Public,3,No,High School,Moderate,Female,67
16,High,No,9,88,Medium,Yes,Medium,Public,3,No,High School,Near,Male,64
15,Low,No,8,63,Low,Yes,Medium,Private,4,No,High School,Moderate,Female,61
14,High,Yes,8,86,Medium,Yes,Medium,Private,2,No,High School,Near,Female,99
33,Medium,No,8,52,Low,No,High,Public,4,No,High School,Near,Male,67
28,Medium,Yes,7,65,High,Yes,High,Public,3,No,Postgraduate,Near,Male,72
32,Low,No,7,55,Medium,Yes,Medium,Public,4,No,High School,Moderate,Male,66
13,Low,Yes,9,73,High,Yes,Medium,Public,2,No,Postgraduate,Moderate,Male,68
20,High,No,9,72,Low,Yes,Medium,Public,1,No,College,Near,Female,64
12,High,No,5,68,High,Yes,High,Public,2,No,High School,Near,Male,69
16,Medium,No,10,99,Low,Yes,Low,Public,4,No,High School,Far,Female,65
14,Low,No,5,62,Medium,No,Medium,Public,4,Yes,Postgraduate,Far,Female,66
27,High,Yes,6,90,Low,Yes,Medium,Public,4,No,High School,Near,Male,73
18,Medium,Yes,7,72,Low,Yes,Low,Public,4,No,High School,,Female,63
26,Medium,Yes,7,67,High,Yes,Medium,Public,4,No,High School,Moderate,Female,66
24,Medium,Yes,10,60,Low,Yes,Low,Private,2,No,Postgraduate,Near,Female,65
34,Medium,Yes,9,82,Low,Yes,Medium,Public,2,No,High School,Near,Male,71
11,Medium,Yes,8,67,High,No,Medium,Public,2,Yes,College,Near,Male,58
28,Medium,No,9,91,Medium,Yes,Low,Private,3,No,High School,Moderate,Male,68
27,Medium,No,8,98,Medium,Yes,Low,Public,4,No,High School,Moderate,Male,69
14,High,Yes,6,61,Low,Yes,Low,Public,3,No,Postgraduate,Near,Female,63
26,Medium,Yes,8,56,Medium,Yes,Medium,Public,5,No,College,Near,Female,66
22,Medium,Yes,7,66,Medium,No,High,Public,3,No,College,Near,Female,69
19,Medium,Yes,6,73,Medium,Yes,Low,Private,3,No,College,Near,Male,69
15,High,No,9,65,Medium,Yes,Medium,Public,2,No,High School,Near,Male,63
16,Low,Yes,7,99,Medium,Yes,Low,Public,3,No,College,Near,Female,65
32,Low,No,5,89,Medium,Yes,High,Private,3,No,College,Near,Male,76
20,High,Yes,6,98,High,Yes,High,Public,3,No,Postgraduate,Near,Male,67
25,Low,No,8,69,Medium,No,Low,Public,3,No,Postgraduate,Moderate,Male,70
15,Medium,No,9,65,Medium,Yes,Medium,Public,5,No,College,Moderate,Male,60
15,High,No,8,70,Medium,Yes,High,Public,3,Yes,High School,Near,Female,68
26,Medium,Yes,8,76,Medium,Yes,Medium,Public,3,No,Postgraduate,Near,Male,68
12,Low,Yes,6,87,Medium,Yes,Low,Private,3,No,Postgraduate,Near,Female,70
18,Medium,Yes,7,94,High,Yes,High,Private,3,No,Postgraduate,Moderate,Female,68
20,High,No,7,73,Medium,Yes,Low,Public,3,Yes,High School,Near,Male,69
21,Medium,Yes,7,64,Medium,Yes,Low,Public,3,No,High School,Near,Female,62
19,High,No,7,66,Medium,Yes,High,Private,4,No,College,Moderate,Male,64
22,High,No,6,85,Low,Yes,Medium,Private,2,No,High School,Moderate,Female,71
24,Medium,Yes,8,78,Medium,Yes,Low,Public,2,No,High School,Near,Male,68
24,High,No,5,74,High,Yes,Medium,Public,5,No,High School,Near,Female,72
14,Medium,Yes,5,60,Low,Yes,High,Private,3,No,Postgraduate,Far,Male,64
18,Medium,Yes,6,94,Medium,Yes,Low,Public,3,No,High School,Far,Female,73
27,Medium,No,8,89,Low,Yes,Low,Public,3,No,Postgraduate,Near,Female,69
25,Low,No,8,57,Medium,Yes,Medium,Private,3,No,Postgraduate,Moderate,Male,70
12,Medium,No,4,68,Medium,Yes,Low,Public,2,No,High School,Near,Female,69
22,Medium,No,8,77,Medium,Yes,High,Public,3,No,High School,Far,Male,64
8,Medium,No,7,73,Low,Yes,Medium,Private,2,No,College,Near,Male,66
